input_raw,rxnorm_rxcui,rxnorm_name,rxnorm_tty,atc_l1_code,atc_l1_name,atc_l2_code,atc_l2_name,atc_l3_code,atc_l3_name,atc_l4_code,atc_l4_name
biotina ocasional,1588.0,biotin,IN,B,,B03,,B03A,,B03AE,Iron in other combinations
ibutrinib hoy,797500.0,camphor 0.05 MG/MG / menthol 0.05 MG/MG Topical Gel,SCD,M,,M02,,M02A,,M02AX,Other topical products for joint and muscular pain
advil necesidad,153010.0,Advil,BN,M,,M01,,M01A,,M01AE,Propionic acid derivatives
cefalexina meses,2231.0,cephalexin,IN,J,,J01,,J01D,,J01DB,First-generation cephalosporins
selenio zinc,2568578.0,copper sulfate / manganese sulfate / selenious acid / zinc sulfate Injection [Multrys],SBDF,V,,V03,,V03A,,V03AB,Antidotes
tadafilo,,,,,,,,,,,
exforge htc,722127.0,Exforge,BN,C,,C08,,C08C,,C08CA,Dihydropyridine derivatives
homeopaticos perimenopausicos,285167.0,Urtica urens homeopathic preparation,IN,,,,,,,,
losartan mg noche,52175.0,losartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
oxibutilina x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
spray nasal estoideo,2640866.0,meadowfoam estolide,IN,,,,,,,,
acetaminofen mg cada,161.0,acetaminophen,IN,N,,N02,,N02A,,N02AJ,Opioids in combination with non-opioid analgesics
etoricoxib mg via oral dia,307296.0,etoricoxib,IN,M,,M01,,M01A,,M01AH,Coxibs
levocetiricina rinitis,356887.0,levocetirizine,IN,R,,R06,,R06A,,R06AE,Piperazine derivatives
hidroclorotizaida,,,,,,,,,,,
piridostigmina,9000.0,pyridostigmine,IN,N,,N07,,N07A,,N07AA,Anticholinesterases
diltiazen,3443.0,diltiazem,IN,C,,C08,,C08D,,C08DB,Benzothiazepine derivatives
inmunoterapia,,,,,,,,,,,
cefepime vancomicina,20481.0,cefepime,IN,J,,J01,,J01D,,J01DE,Fourth-generation cephalosporins
doravitina islatravir,2055755.0,doravirine,IN,J,,J05,,J05A,,J05AG,Non-nucleoside reverse transcriptase inhibitors
tamoxiefno,,,,,,,,,,,
metamizol,3523.0,dipyrone,IN,N,,N02,,N02B,,N02BB,Pyrazolones
brimonidina timolol,597142.0,brimonidine / timolol,MIN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
furoato mometasona spray nasal,2648470.0,mometasone furoate Nasal Spray,SCDFP,,,,,,,,
fluticasona vilanterol inhalador vez dia,1424888.0,fluticasone / vilanterol,MIN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
enoxaparina mg x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
acetaminofen mg cada ocho horas,161.0,acetaminophen,IN,N,,N02,,N02A,,N02AJ,Opioids in combination with non-opioid analgesics
sevedol ocasional migrana,42643.0,Migranal,BN,N,,N02,,N02C,,N02CA,Ergot alkaloids
colecaciferol,2418.0,cholecalciferol,IN,A,,A11,,A11J,,A11JB,Vitamins with minerals
creatina proteinas,2907.0,creatine,IN,,,,,,,,
metilprednisolona,6902.0,methylprednisolone,IN,H,,H02,,H02A,,H02AB,Glucocorticoids
doxazosina mg,49276.0,doxazosin,IN,C,,C02,,C02C,,C02CA,Alpha-adrenoreceptor antagonists
piridostigmina mg diarias,9000.0,pyridostigmine,IN,N,,N07,,N07A,,N07AA,Anticholinesterases
estrogeno spray,4100.0,estrogens,IN,G,,G03,,G03E,,G03EA,Androgens and estrogens
vitamina d vitamina c,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
entresto sacubitril valsartan,2679796.0,sacubitril / valsartan Oral Pellet [Entresto],SBDF,C,,C09,,C09D,,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
bosentan miligramos cada horas octubre,75207.0,bosentan,IN,C,,C02,,C02K,,C02KX,Antihypertensives for pulmonary arterial hypertension
metoprolol mg,6918.0,metoprolol,IN,C,,C07,,C07F,,C07FB,Beta blocking agents and calcium channel blockers
dutasteriude,228790.0,dutasteride,IN,G,,G04,,G04C,,G04CA,Alpha-adrenoreceptor antagonists
pinaverio,33724.0,pinaverium,IN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
ciclosprina,3008.0,cyclosporine,IN,L,,L04,,L04A,,L04AD,Calcineurin inhibitors
azelastina,18603.0,azelastine,IN,R,,R01,,R01A,,R01AD,Corticosteroids
osimertinib,1721560.0,osimertinib,IN,L,,L01,,L01E,,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
diovan atorvastatina alfuzosina,216652.0,Diovan,BN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
mcg levotiroxina,10582.0,levothyroxine,IN,H,,H03,,H03A,,H03AA,Thyroid hormones
ritmonorm x mgs,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
ibersartan x mgs,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
telmisartan x mgs,73494.0,telmisartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
inmunoglobulina hiumana,1426454.0,immunoglobulin A,IN,,,,,,,,
fluconazol vaginosis,4450.0,fluconazole,IN,J,,J02,,J02A,,J02AC,Triazole and tetrazole derivatives
dianomet,,,,,,,,,,,
efexxor,,,,,,,,,,,
dimard,,,,,,,,,,,
anovulatorio,,,,,,,,,,,
salbutamol inh actual,435.0,albuterol,IN,R,,R03,,R03A,,R03AC,Selective beta-2-adrenoreceptor agonists
irbersarta hidroclortiazida,83818.0,irbesartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
retinex,,,,,,,,,,,
ipram,,,,,,,,,,,
levoiroxina,,,,,,,,,,,
metimazol x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
alopurinol mg,519.0,allopurinol,IN,M,,M04,,M04A,,M04AA,Preparations inhibiting uric acid production
prednisolona mg,8638.0,prednisolone,IN,H,,H02,,H02A,,H02AB,Glucocorticoids
calcio hierro vitaminas,90176.0,iron,IN,,,,,,,,
colageno hidrolizado minoxidil,6984.0,minoxidil,IN,C,,C02,,C02D,,C02DC,Pyrimidine derivatives
ceftriaxona gramos cada horas intravenoso metronidazol,6922.0,metronidazole,IN,A,,A02,,A02B,,A02BD,Combinations for eradication of Helicobacter pylori
trimetoprima sulfametoxazol,10831.0,sulfamethoxazole / trimethoprim,MIN,J,,J01,,J01E,,J01EC,Intermediate-acting sulfonamides
duodart dutasterida tamsulosina,228790.0,dutasteride,IN,G,,G04,,G04C,,G04CA,Alpha-adrenoreceptor antagonists
sitagliptina merformina,729717.0,metformin / sitagliptin,MIN,A,,A10,,A10B,,A10BD,Combinations of oral blood glucose lowering drugs
insulina galrgina unidades dia,253182.0,"insulin, regular, human",IN,A,,A10,,A10A,,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
colgeno magnesio,6574.0,magnesium,IN,,,,,,,,
zinc selenio vitamina c,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
tampentadol,787390.0,tapentadol,IN,N,,N02,,N02A,,N02AX,Other opioids
acetaminofen tramadol mg cada hrs vo meses,352362.0,acetaminophen / tramadol,MIN,N,,N02,,N02A,,N02AX,Other opioids
gemgifrozilo,4719.0,gemfibrozil,IN,C,,C10,,C10A,,C10AB,Fibrates
levotiroxina mcg diario,10582.0,levothyroxine,IN,H,,H03,,H03A,,H03AA,Thyroid hormones
tegretol retard,203029.0,Tegretol,BN,N,,N03,,N03A,,N03AF,Carboxamide derivatives
acetaminofe,161.0,acetaminophen,IN,N,,N02,,N02A,,N02AJ,Opioids in combination with non-opioid analgesics
losartan mg mg dia,52175.0,losartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
multivitamnicos,313599.0,ascorbic acid 35 MG/ML / cholecalciferol 0.01 MG/ML / vitamin A 0.45 MG/ML Oral Solution,SCD,A,,A11,,A11C,,A11CA,"Vitamin A, plain"
metformina empaglifozina,6809.0,metformin,IN,A,,A10,,A10B,,A10BD,Combinations of oral blood glucose lowering drugs
strozoven,,,,,,,,,,,
dapaglifozina mg dia,1488564.0,dapagliflozin,IN,A,,A10,,A10B,,A10BD,Combinations of oral blood glucose lowering drugs
metformina mg dia junio,6809.0,metformin,IN,A,,A10,,A10B,,A10BD,Combinations of oral blood glucose lowering drugs
ezomeprazol,283742.0,esomeprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
budesonida necesidad,19831.0,budesonide,IN,A,,A07,,A07E,,A07EA,Corticosteroids acting locally
medicamentos homeopaticos indico suspender,1307969.0,tamarind seed extract,IN,,,,,,,,
vitamia d,11253.0,vitamin D,IN,,,,,,,,
inflamin,199189.0,capsaicin 0.25 MG/ML / menthol 40 MG/ML Topical Cream,SCD,M,,M02,,M02A,,M02AB,Capsaicin and similar agents
analgesicos ocasionales dolor hombro,998598.0,Analgesic Balm GRX,BN,M,,M02,,M02A,,M02AC,Preparations with salicylic acid derivatives
mometasona inh,108118.0,mometasone,IN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
ibersartan mg amlodpino mg,83818.0,irbesartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
levosulpiride,,,,,,,,,,,
levtorixona mcg x dias,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
anexia ocasional,2656087.0,acetaminophen / hydrocodone bitartrate Oral Tablet [Anexsia],SBDFP,,,,,,,,
antihistminico regular,253182.0,"insulin, regular, human",IN,A,,A10,,A10A,,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
bactrin cc veces dia,151399.0,Bactrim,BN,J,,J01,,J01E,,J01EC,Intermediate-acting sulfonamides
tolterodina liberaci modificada mg,119565.0,tolterodine,IN,G,,G04,,G04B,,G04BD,Drugs for urinary frequency and incontinence
simeticona pancreatina,9796.0,simethicone,IN,A,,A02,,A02A,,A02AF,Antacids with antiflatulents
isoface veces semana,,,,,,,,,,,
tasmulosina,,,,,,,,,,,
antiriniticos,581662.0,ethanol 0.7 ML/ML Topical Gel,SCD,D,,D08,,D08A,,D08AX,Other antiseptics and disinfectants
ocreotide,7617.0,octreotide,IN,H,,H01,,H01C,,H01CB,Somatostatin and analogues
calcio vitamina k,11258.0,vitamin K,IN,A,,A12,,A12A,,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
isoface acne,1310910.0,Propionibacterium acnes,IN,,,,,,,,
acetaminofen gr cada hrs,161.0,acetaminophen,IN,N,,N02,,N02A,,N02AJ,Opioids in combination with non-opioid analgesics
levotiroxina mc dia,10582.0,levothyroxine,IN,H,,H03,,H03A,,H03AA,Thyroid hormones
losartan mg hidroclorotiazida mg,214619.0,hydrochlorothiazide / losartan,MIN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
curcuma,1114883.0,turmeric extract,IN,,,,,,,,
nguno,,,,,,,,,,,
minoxildil,6984.0,minoxidil,IN,C,,C02,,C02D,,C02DC,Pyrimidine derivatives
biperideno tab,1589.0,biperiden,IN,N,,N04,,N04A,,N04AA,Tertiary amines
carvedilol mg c horas,20352.0,carvedilol,IN,C,,C07,,C07A,,C07AG,Alpha and beta blocking agents
esomeprazol x mgs,283742.0,esomeprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
perindopril amlodipino,1033889.0,amlodipine / perindopril,MIN,C,,C09,,C09B,,C09BB,ACE inhibitors and calcium channel blockers
metotrexate mg semanal,6851.0,methotrexate,IN,L,,L01,,L01B,,L01BA,Folic acid analogues
amoxicilina otitis,723.0,amoxicillin,IN,J,,J01,,J01C,,J01CA,Penicillins with extended spectrum
fluconazol onicomicosis actual,4450.0,fluconazole,IN,J,,J02,,J02A,,J02AC,Triazole and tetrazole derivatives
bisopprolol,19484.0,bisoprolol,IN,C,,C07,,C07A,,C07AB,"Beta blocking agents, selective"
fliticazona salmeterol,36117.0,salmeterol,IN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
pregabalina mg x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
acetaminofen ketorolaco,161.0,acetaminophen,IN,N,,N02,,N02A,,N02AJ,Opioids in combination with non-opioid analgesics
acido ursodesoxicolico,183830.0,iocetamic acid,IN,V,,V08,,V08A,,V08AC,"Watersoluble, hepatotropic X-ray contrast media"
levotiroxina mcg dia lunes sabado,540404.0,Lunesta,BN,N,,N05,,N05C,,N05CF,Benzodiazepine related drugs
empaglifozina x mgs,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
vitanmina d,11253.0,vitamin D,IN,,,,,,,,
metformina mg x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
dorzolamida mas timolol gotas oftalmicas,662263.0,dorzolamide / timolol,MIN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
valsartan mg x,69749.0,valsartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
acteaminofen,,,,,,,,,,,
toma medicamentos ahora,215168.0,Alora,BN,G,,G03,,G03C,,G03CA,"Natural and semisynthetic estrogens, plain"
gastro,10312.0,Delayed Release Oral Tablet,DF,,,,,,,,
hdorxicina,,,,,,,,,,,
ninguuno,,,,,,,,,,,
estradiol,4083.0,estradiol,IN,G,,G03,,G03F,,G03FA,"Progestogens and estrogens, fixed combinations"
acetaminofen ibruprofeno,161.0,acetaminophen,IN,N,,N02,,N02A,,N02AJ,Opioids in combination with non-opioid analgesics
capecitabina,194000.0,capecitabine,IN,L,,L01,,L01B,,L01BC,Pyrimidine analogues
nefopam,7285.0,nefopam,IN,N,,N02,,N02B,,N02BG,Other analgesics and antipyretics
brinzolamida,194881.0,brinzolamide,IN,S,,S01,,S01E,,S01EC,Carbonic anhydrase inhibitors
anticoptivos orales,,,,,,,,,,,
hierro calcio,90176.0,iron,IN,,,,,,,,
cetiruzina,20610.0,cetirizine,IN,R,,R06,,R06A,,R06AE,Piperazine derivatives
clonazepam gotas,2598.0,clonazepam,IN,N,,N03,,N03A,,N03AE,Benzodiazepine derivatives
cordias,2121054.0,Cordia dichotoma fruit extract,IN,,,,,,,,
vitaminsa,11246.0,vitamin A,IN,A,,A11,,A11J,,A11JA,Combinations of vitamins
gaviscon ocasional,25655.0,Gaviscon,BN,A,,A02,,A02A,,A02AD,"Combinations and complexes of aluminium, calcium and magnesium compounds"
medicacion prostata,2669316.0,Flemingia prostrata whole extract,IN,,,,,,,,
leupreline,42375.0,leuprolide,IN,L,,L02,,L02A,,L02AE,Gonadotropin releasing hormone analogues
atorvastatina mg noche,83367.0,atorvastatin,IN,C,,C10,,C10B,,C10BA,Combinations of various lipid modifying agents
levotiroxina mcg interdiario,10582.0,levothyroxine,IN,H,,H03,,H03A,,H03AA,Thyroid hormones
mometasona inhalador,108118.0,mometasone,IN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
symbicort turbuhaler,327148.0,Symbicort,BN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
levotirxina mcg,,,,,,,,,,,
glicinato magnesio,6574.0,magnesium,IN,,,,,,,,
spray nasal acec,2721766.0,aceclidine,IN,S,,S01,,S01E,,S01EB,Parasympathomimetics
rybelsus tab mg interdiaria,2200645.0,Rybelsus,BN,A,,A10,,A10B,,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues
adorlan diclofenaco tramadol,10689.0,tramadol,IN,N,,N02,,N02A,,N02AX,Other opioids
ibuflax,,,,,,,,,,,
nebivolol mg x,31555.0,nebivolol,IN,C,,C09,,C09D,,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
gabapentina mg tableta oral cada horas topiramato mg tableta cada oras acetaminofen mg tableta oral,308416.0,aspirin 81 MG Delayed Release Oral Tablet,SCD,B,,B01,,B01A,,B01AC,Platelet aggregation inhibitors excl. heparin
alfuzocina,17300.0,alfuzosin,IN,G,,G04,,G04C,,G04CA,Alpha-adrenoreceptor antagonists
vilasten,,,,,,,,,,,
sray nasal,,,,,,,,,,,
ibersartan mas amlodipino,1099282.0,Mielim Y Mas,BN,R,,R05,,R05D,,R05DA,Opium alkaloids and derivatives
tofacitinib,1357536.0,tofacitinib,IN,L,,L04,,L04A,,L04AF,Janus-associated kinase (JAK) inhibitors
recibe medicacion,,,,,,,,,,,
pantoprazol mg dia,40790.0,pantoprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
lwvotiroxina,,,,,,,,,,,
xilodosina,720825.0,silodosin,IN,G,,G04,,G04C,,G04CA,Alpha-adrenoreceptor antagonists
bravio fibra,824586.0,psyllium 3400 MG Powder for Oral Suspension,SCD,A,,A06,,A06A,,A06AC,Bulk-forming laxatives
carvedilol mg dia noche,20352.0,carvedilol,IN,C,,C07,,C07A,,C07AG,Alpha and beta blocking agents
bisoprolol mg dia,19484.0,bisoprolol,IN,C,,C07,,C07A,,C07AB,"Beta blocking agents, selective"
mirabegron mg dia,1300786.0,mirabegron,IN,G,,G04,,G04B,,G04BD,Drugs for urinary frequency and incontinence
alprazolam esporadicamente,596.0,alprazolam,IN,N,,N05,,N05B,,N05BA,Benzodiazepine derivatives
bilastina noche,562600.0,salicylic acid 20 MG/ML Medicated Liquid Soap,SCD,D,,D01,,D01A,,D01AE,Other antifungals for topical use
doxazosina,49276.0,doxazosin,IN,C,,C02,,C02C,,C02CA,Alpha-adrenoreceptor antagonists
fitoestimuline topico vaginal,220345.0,Topicort,BN,D,,D07,,D07A,,D07AC,"Corticosteroids, potent (group III)"
sevedol segun dolor,2656855.0,morphine sulfate Oral Tablet [Sevredol],SBDFP,,,,,,,,
medicaemnto aalopecia,200172.0,finasteride 1 MG Oral Tablet,SCD,G,,G04,,G04C,,G04CB,Testosterone-5-alpha reductase inhibitors
vitamina d unidades,11253.0,vitamin D,IN,,,,,,,,
ciclobnzaprina,21949.0,cyclobenzaprine,IN,M,,M03,,M03B,,M03BX,Other centrally acting agents
nemantina,6719.0,memantine,IN,N,,N06,,N06D,,N06DA,Anticholinesterases
aerovial inhalador,283560.0,"Echinacea, aerial parts",IN,,,,,,,,
lecitina soya,579598.0,soybean lecithin,IN,,,,,,,,
dompoeridona,3626.0,domperidone,IN,A,,A03,,A03F,,A03FA,Propulsives
cacitriol,1894.0,calcitriol,IN,A,,A11,,A11C,,A11CC,Vitamin D and analogues
carvedilol mg x,20352.0,carvedilol,IN,C,,C07,,C07A,,C07AG,Alpha and beta blocking agents
ipran,310965.0,ibuprofen 200 MG Oral Tablet,SCD,M,,M01,,M01A,,M01AE,Propionic acid derivatives
metaspray mometasona,108118.0,mometasone,IN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
vitamina d omega calcio,4301.0,omega-3 fatty acids,IN,,,,,,,,
tracolimus,42316.0,tacrolimus,IN,L,,L04,,L04A,,L04AD,Calcineurin inhibitors
magnesio omega maca,319839.0,maca preparation,IN,,,,,,,,
momentasona,108118.0,mometasone,IN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
medicamentes,,,,,,,,,,,
dulcolax,151672.0,Dulcolax,BN,A,,A06,,A06A,,A06AB,Contact laxatives
inhaladores beclometasona,1347.0,beclomethasone,IN,A,,A07,,A07E,,A07EA,Corticosteroids acting locally
clopidogrel x mgs,32968.0,clopidogrel,IN,B,,B01,,B01A,,B01AC,Platelet aggregation inhibitors excl. heparin
riesperidona,35636.0,risperidone,IN,N,,N05,,N05A,,N05AX,Other antipsychotics
metimazol mg cada horas,6835.0,methimazole,IN,H,,H03,,H03B,,H03BB,Sulfur-containing imidazole derivatives
enoxaparina mg sc,67108.0,enoxaparin,IN,B,,B01,,B01A,,B01AB,Heparin group
hidrocodona naproxeno,7258.0,naproxen,IN,M,,M01,,M01A,,M01AE,Propionic acid derivatives
factores trasferencia automeicada,5920.0,intrinsic factor,IN,B,,B03,,B03A,,B03AE,Iron in other combinations
bilastina ocasional,,,,,,,,,,,
olmesartan iltux tab mg tab diaria,378991.0,olmesartan Oral Tablet,SCDF,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
saprid,,,,,,,,,,,
budesonida salbuterol,2632021.0,albuterol / budesonide,MIN,A,,A07,,A07E,,A07EA,Corticosteroids acting locally
anotasdos,,,,,,,,,,,
ahora meds,215168.0,Alora,BN,G,,G03,,G03C,,G03CA,"Natural and semisynthetic estrogens, plain"
esomeprazol c h,283742.0,esomeprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
pediasure,204442.0,ibuprofen 40 MG/ML Oral Suspension,SCD,M,,M01,,M01A,,M01AE,Propionic acid derivatives
carbonato calcio mgrs cada horas via oral,1897.0,calcium carbonate,IN,A,,A12,,A12A,,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
inyeccion planificacion mensual,1597298.0,acetaminophen 500 MG / caffeine 60 MG / pyrilamine maleate 15 MG Oral Tablet,SCD,N,,N02,,N02B,,N02BE,Anilides
levopromoezida,,,,,,,,,,,
gabapentin mg,25480.0,gabapentin,IN,N,,N02,,N02B,,N02BF,Gabapentinoids
n,218554.0,N'ICE,BN,R,,R02,,R02A,,R02AX,Other throat preparations
diclofenaco gel,377959.0,diclofenac Topical Gel,SCDF,M,,M02,,M02A,,M02AA,"Antiinflammatory preparations, non-steroids for topical use"
aco s,863965.0,S-2,BN,,,,,,,,
ezopiclona,461016.0,eszopiclone,IN,N,,N05,,N05C,,N05CF,Benzodiazepine related drugs
levotiroxina mcg x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
levotiroxina syntroid mcg dia,368142.0,levothyroxine Oral Tablet [Synthroid],SBDF,H,,H03,,H03A,,H03AA,Thyroid hormones
dupilumab im c dias,1876376.0,dupilumab,IN,D,,D11,,D11A,,D11AH,"Agents for dermatitis, excluding corticosteroids"
fofomicina,,,,,,,,,,,
esomepraozl,283742.0,esomeprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
trazadona mg x acetaminofen g cada horas,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
vitamianas,11246.0,vitamin A,IN,A,,A11,,A11J,,A11JA,Combinations of vitamins
diovan mg cada h hctz mg dia,216653.0,Diovan HCT,BN,C,,C09,,C09D,,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics
mirbetric x mgs,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
cambio anticinceptivos,858655.0,Cambia,BN,D,,D11,,D11A,,D11AX,Other dermatologicals
hidroclorotiazida mg valsartan mg amlodipino mg,852897.0,amlodipine / hydrochlorothiazide / valsartan,MIN,C,,C08,,C08C,,C08CA,Dihydropyridine derivatives
mutum,,,,,,,,,,,
medicamento planificar,,,,,,,,,,,
losartan mas hidroclotiazida,52175.0,losartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
tamsulosina dutasteride,1001472.0,dutasteride / tamsulosin,MIN,G,,G04,,G04C,,G04CA,Alpha-adrenoreceptor antagonists
daily,1792372.0,Lenvima,BN,L,,L01,,L01E,,L01EX,Other protein kinase inhibitors
levodopa carbidopa tab diarias,103990.0,carbidopa / levodopa,MIN,N,,N04,,N04B,,N04BA,Dopa and dopa derivatives
hidroclorotiazida mg cada horas,5487.0,hydrochlorothiazide,IN,C,,C09,,C09D,,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
fluosetide,4493.0,fluoxetine,IN,N,,N06,,N06A,,N06AB,Selective serotonin reuptake inhibitors
fer pro,90176.0,iron,IN,,,,,,,,
prenatales,1248142.0,ascorbic acid 120 MG / beta carotene 2700 UNT / calcium carbonate 200 MG / cholecalciferol 400 UNT / cupric oxide 2 MG / docusate sodium 50 MG / folic acid 1 MG / iron carbonyl 90 MG / magnesium oxide 30 MG / niacinamide 20 MG / pyridoxine hydrochloride 20 MG / riboflavin 3.4 MG / thiamine mononitrate 3 MG / tocopherol acetate 30 UNT / vitamin B12 0.012 MG / zinc oxide 25 MG Oral Tablet,SCD,A,,A11,,A11D,,A11DA,"Vitamin B1, plain"
